
> pacman-contribution-graph@1.0.0 generate:svg E:\pacman
> pnpm exec tsc --project tsconfig.json && node dist/scripts/generate-svg.js

🎨 Tema selecionado: github-dark

📆 Datas das últimas contribuições:
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (26,3) direction left
Ghost blinky moved to (27,3) direction down
Ghost blinky moved to (26,3) direction left
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction right
Ghost blinky moved to (27,3) direction right
Ghost pinky moved to (26,3) direction left
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (26,3) direction left
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,3) direction right
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction right
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (26,3) direction left
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction right
Ghost clyde moved to (27,2) direction up
Ghost pinky moved to (26,3) direction left
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
🔥 Power-up ativado na célula [50, 2] com nível FOURTH_QUARTILE
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (26,2) direction left
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,2) direction right
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,2) direction up
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction right
Ghost blinky moved to (26,2) direction left
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,2) direction left
Ghost blinky moved to (27,2) direction right
Ghost pinky moved to (27,2) direction right
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (26,2) direction left
Ghost clyde moved to (26,2) direction left
Ghost clyde at (26,2) moving left
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,2) direction right
Ghost clyde at (27,2) moving right
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction right
Ghost blinky moved to (26,2) direction left
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,2) direction right
Ghost pinky moved to (27,2) direction up
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost clyde moved to (26,2) direction left
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost blinky moved to (26,2) direction left
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,2) direction right
🔥 Power-up ativado na célula [50, 1] com nível FOURTH_QUARTILE
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (26,2) direction left
Ghost inky moved to (26,2) direction left
Ghost inky moved to (27,2) direction right
Ghost clyde moved to (27,2) direction right
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction right
Ghost pinky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,2) direction left
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction right
Ghost clyde moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,2) direction left
Ghost clyde moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (26,2) direction left
Ghost inky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,3) direction down
Ghost pinky moved to (27,3) direction right
Ghost blinky moved to (27,2) direction right
Ghost inky moved to (27,2) direction up
🔥 Power-up ativado na célula [47, 1] com nível FOURTH_QUARTILE
Ghost pinky moved to (27,2) direction up
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (26,2) direction left
Ghost pinky moved to (27,2) direction up
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,2) direction right
Ghost clyde moved to (26,2) direction left
Ghost clyde moved to (27,2) direction right
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (26,2) direction left
Ghost blinky moved to (26,2) direction left
Ghost pinky moved to (27,2) direction right
Ghost pinky moved to (26,2) direction left
Ghost clyde moved to (27,3) direction down
Ghost blinky moved to (27,2) direction right
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction right
Ghost blinky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost inky moved to (26,2) direction left
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (26,2) direction left
Ghost pinky moved to (26,2) direction left
Ghost blinky moved to (27,2) direction right
Ghost inky moved to (27,2) direction right
Ghost pinky moved to (27,2) direction right
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost clyde moved to (26,3) direction left
Ghost blinky moved to (26,3) direction left
🔥 Power-up ativado na célula [37, 5] com nível FOURTH_QUARTILE
Ghost blinky moved to (27,3) direction right
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost clyde moved to (27,3) direction right
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (26,3) direction left
Ghost pinky moved to (26,3) direction left
Ghost clyde moved to (27,3) direction right
Ghost pinky moved to (27,3) direction right
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,3) direction down
Ghost blinky moved to (26,3) direction left
Ghost pinky moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,3) direction right
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (26,3) direction left
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost blinky moved to (27,3) direction right
Ghost clyde moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (26,3) direction left
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction right
Ghost inky moved to (27,2) direction up
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (26,3) direction left
Ghost pinky moved to (26,2) direction up
Ghost inky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost pinky moved to (27,2) direction right
Ghost clyde moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction down
Ghost clyde moved to (27,2) direction up
Ghost clyde moved to (27,3) direction down
Ghost clyde moved to (26,3) direction left
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction right
Ghost inky moved to (26,3) direction left
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost inky moved to (27,3) direction right
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (26,2) direction left
Ghost blinky moved to (27,2) direction right
Ghost clyde moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (26,2) direction left
Ghost inky moved to (27,3) direction down
Ghost pinky moved to (27,2) direction up
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction down
Ghost blinky moved to (27,2) direction right
Ghost clyde moved to (26,2) direction left
Ghost inky moved to (27,3) direction down
Ghost inky moved to (27,2) direction up
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,3) direction down
Ghost pinky moved to (26,3) direction left
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (26,3) direction down
Ghost clyde at (26,3) moving down
Ghost blinky moved to (27,2) direction up
Ghost pinky moved to (26,2) direction up
Ghost inky moved to (26,2) direction left
Ghost inky moved to (27,2) direction right
Ghost blinky moved to (27,3) direction down
Ghost clyde moved to (25,3) direction left
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (26,3) direction left
Ghost blinky moved to (27,3) direction right
Ghost inky moved to (26,3) direction left
Ghost blinky moved to (26,3) direction left
Ghost inky moved to (25,3) direction left
Ghost inky at (25,3) moving left
Ghost clyde moved to (25,2) direction up
Ghost clyde moved to (25,3) direction down
Ghost pinky moved to (25,2) direction left
Ghost blinky moved to (25,3) direction left
Ghost pinky moved to (25,3) direction down
Ghost pinky at (25,3) moving down
Ghost clyde moved to (26,3) direction right
Ghost blinky moved to (25,2) direction up
Ghost inky moved to (26,3) direction right
Ghost clyde moved to (25,3) direction left
Ghost pinky moved to (26,3) direction right
Ghost clyde moved to (26,3) direction right
Ghost inky moved to (25,3) direction left
Ghost blinky moved to (25,3) direction down
Ghost inky moved to (25,2) direction up
Ghost clyde moved to (25,3) direction left
Ghost blinky moved to (25,2) direction up
Ghost inky moved to (25,3) direction down
Ghost blinky moved to (26,2) direction right
Ghost blinky at (26,2) moving right
Ghost inky moved to (25,2) direction up
Ghost blinky moved to (25,2) direction left
Ghost blinky moved to (25,3) direction down
Ghost inky moved to (26,2) direction right
Ghost pinky moved to (25,3) direction left
Ghost inky moved to (25,2) direction left
Ghost pinky moved to (26,3) direction right
Ghost inky moved to (25,3) direction down
Ghost blinky moved to (25,2) direction up
Ghost inky moved to (26,3) direction right
Ghost pinky moved to (27,3) direction right
Ghost blinky moved to (26,2) direction right
Ghost clyde moved to (25,2) direction up
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (27,2) direction right
Ghost inky moved to (27,3) direction right
Ghost pinky moved to (26,2) direction left
Ghost pinky moved to (26,3) direction down
Ghost inky moved to (27,2) direction up
Ghost pinky moved to (27,3) direction right
Ghost clyde moved to (25,3) direction down
Ghost pinky moved to (26,3) direction left
Ghost blinky moved to (26,2) direction left
Ghost blinky moved to (25,2) direction left
Ghost blinky moved to (25,3) direction down
Ghost clyde moved to (25,2) direction up
Ghost clyde moved to (25,3) direction down
Ghost clyde moved to (25,2) direction up
Ghost inky moved to (26,2) direction left
Ghost clyde moved to (25,3) direction down
Ghost inky moved to (25,2) direction left
Ghost inky moved to (25,3) direction down
Ghost pinky moved to (26,2) direction up
Ghost blinky moved to (25,2) direction up
Ghost inky moved to (25,2) direction up
Ghost clyde moved to (25,2) direction up
Ghost pinky moved to (25,2) direction left
Ghost pinky moved to (25,3) direction down
Ghost clyde moved to (25,3) direction down
Ghost blinky moved to (25,3) direction down
Ghost inky moved to (25,3) direction down
Ghost pinky moved to (25,2) direction up
Ghost clyde moved to (25,2) direction up
Ghost pinky at (25,2) moving up
Ghost blinky moved to (25,2) direction up
Ghost pinky moved to (26,2) direction right
Ghost pinky moved to (25,2) direction left
Ghost inky moved to (25,2) direction up
Ghost clyde moved to (25,3) direction down
Ghost blinky moved to (25,3) direction down
Ghost inky moved to (25,3) direction down
Ghost clyde moved to (26,3) direction right
Ghost clyde moved to (25,3) direction left
Ghost pinky moved to (25,3) direction down
Ghost clyde moved to (26,3) direction right
Ghost pinky moved to (26,3) direction right
Ghost clyde moved to (26,2) direction up
Ghost clyde at (26,2) moving up
Ghost pinky moved to (26,2) direction up
Ghost blinky moved to (25,2) direction up
Ghost pinky moved to (25,2) direction left
Ghost inky moved to (26,3) direction right
Ghost pinky moved to (25,3) direction down
Ghost clyde moved to (26,3) direction down
Ghost inky moved to (25,3) direction left
Ghost pinky moved to (25,2) direction up
Ghost clyde moved to (25,3) direction left
Ghost inky moved to (25,2) direction up
Ghost blinky moved to (26,2) direction right
Ghost pinky moved to (25,3) direction down
Ghost inky moved to (25,3) direction down
Ghost clyde moved to (25,2) direction up
Ghost blinky moved to (25,2) direction left
Ghost blinky moved to (25,3) direction down
Ghost blinky moved to (26,3) direction right
Ghost inky moved to (25,2) direction up
Ghost clyde moved to (25,3) direction down
Ghost pinky moved to (26,3) direction right
Ghost blinky moved to (25,3) direction left
Ghost inky moved to (26,2) direction right
Ghost pinky moved to (27,3) direction right
Ghost inky moved to (27,2) direction right
Ghost pinky moved to (27,2) direction up
Ghost blinky moved to (26,3) direction right
Ghost pinky moved to (27,3) direction down
Ghost inky moved to (27,3) direction down
Ghost blinky moved to (27,3) direction right
Ghost inky moved to (27,2) direction up
Ghost clyde moved to (26,3) direction right
Ghost inky moved to (27,3) direction down
Ghost clyde moved to (27,3) direction right
Ghost clyde moved to (27,2) direction up
Ghost pinky moved to (26,3) direction left
Ghost inky moved to (26,3) direction left
Ghost pinky moved to (27,3) direction right
Definindo símbolos dos fantasmas

============================
🕒 SVG ANIMATION DURATION:
   - 1m 52s (111600ms)
   - 558 frames @ 200ms per frame
============================

✅  SVG animado salvo em E:\pacman\dist\pacman.svg
🎮  Game over – SVG pronto!
👻 Fantasmas no final: [
  {
    x: 27,
    y: 3,
    name: 'blinky',
    direction: 'right',
    scared: false,
    target: { x: 44, y: 4 },
    inHouse: false,
    confusionFrames: 0,
    justReleasedFromHouse: false,
    respawnCounter: 0,
    isRespawning: false
  },
  {
    x: 26,
    y: 3,
    name: 'inky',
    direction: 'left',
    scared: false,
    target: { x: 52, y: 1 },
    inHouse: false,
    confusionFrames: 30,
    justReleasedFromHouse: true,
    respawnCounter: 0,
    isRespawning: false
  },
  {
    x: 27,
    y: 3,
    name: 'pinky',
    direction: 'right',
    scared: false,
    target: { x: 48, y: 5 },
    inHouse: false,
    confusionFrames: 30,
    justReleasedFromHouse: true,
    respawnCounter: 0,
    isRespawning: false
  },
  {
    x: 27,
    y: 2,
    name: 'clyde',
    direction: 'up',
    scared: false,
    target: { x: 44, y: 4 },
    inHouse: false,
    confusionFrames: 30,
    justReleasedFromHouse: true,
    respawnCounter: 0,
    isRespawning: false
  }
]
